Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path,GroupId
30,30,6,5,24,24,7,Train/7/00007_00026_00008.png,class_07_sequence_00026
30,31,6,6,25,26,7,Train/7/00007_00026_00009.png,class_07_sequence_00026
31,32,6,6,26,27,7,Train/7/00007_00026_00010.png,class_07_sequence_00026
32,32,6,5,27,27,7,Train/7/00007_00026_00011.png,class_07_sequence_00026
32,34,5,6,27,29,7,Train/7/00007_00026_00012.png,class_07_sequence_00026
33,34,5,6,27,29,7,Train/7/00007_00026_00013.png,class_07_sequence_00026
35,35,5,5,29,30,7,Train/7/00007_00026_00014.png,class_07_sequence_00026
35,37,5,6,30,32,7,Train/7/00007_00026_00015.png,class_07_sequence_00026
37,38,5,6,31,33,7,Train/7/00007_00026_00016.png,class_07_sequence_00026
39,40,6,6,34,35,7,Train/7/00007_00026_00017.png,class_07_sequence_00026
41,42,6,6,35,36,7,Train/7/00007_00026_00018.png,class_07_sequence_00026
42,43,5,5,36,38,7,Train/7/00007_00026_00019.png,class_07_sequence_00026
44,45,6,5,39,40,7,Train/7/00007_00026_00020.png,class_07_sequence_00026
46,47,6,5,40,41,7,Train/7/00007_00026_00021.png,class_07_sequence_00026
48,50,6,6,43,45,7,Train/7/00007_00026_00022.png,class_07_sequence_00026
51,53,6,5,46,47,7,Train/7/00007_00026_00023.png,class_07_sequence_00026
52,55,5,5,47,50,7,Train/7/00007_00026_00024.png,class_07_sequence_00026
54,58,5,5,49,52,7,Train/7/00007_00026_00025.png,class_07_sequence_00026
60,64,6,6,55,59,7,Train/7/00007_00026_00026.png,class_07_sequence_00026
63,72,5,7,58,66,7,Train/7/00007_00026_00027.png,class_07_sequence_00026
70,77,7,7,64,71,7,Train/7/00007_00026_00028.png,class_07_sequence_00026
77,85,7,7,70,77,7,Train/7/00007_00026_00029.png,class_07_sequence_00026
26,27,5,5,21,22,7,Train/7/00007_00027_00000.png,class_07_sequence_00027
28,28,6,5,23,23,7,Train/7/00007_00027_00001.png,class_07_sequence_00027
27,29,5,6,22,24,7,Train/7/00007_00027_00002.png,class_07_sequence_00027
28,29,6,5,23,24,7,Train/7/00007_00027_00003.png,class_07_sequence_00027
28,29,5,5,23,24,7,Train/7/00007_00027_00004.png,class_07_sequence_00027
29,29,6,5,24,24,7,Train/7/00007_00027_00005.png,class_07_sequence_00027
29,29,6,5,24,24,7,Train/7/00007_00027_00006.png,class_07_sequence_00027
29,31,5,6,24,26,7,Train/7/00007_00027_00007.png,class_07_sequence_00027
30,30,5,5,25,25,7,Train/7/00007_00027_00008.png,class_07_sequence_00027
32,32,6,6,27,27,7,Train/7/00007_00027_00009.png,class_07_sequence_00027
32,33,5,6,26,27,7,Train/7/00007_00027_00010.png,class_07_sequence_00027
32,33,5,6,27,28,7,Train/7/00007_00027_00011.png,class_07_sequence_00027
34,35,5,6,28,29,7,Train/7/00007_00027_00012.png,class_07_sequence_00027
35,35,5,6,29,30,7,Train/7/00007_00027_00013.png,class_07_sequence_00027
37,36,6,5,32,31,7,Train/7/00007_00027_00014.png,class_07_sequence_00027
36,37,5,5,31,31,7,Train/7/00007_00027_00015.png,class_07_sequence_00027
38,37,6,5,33,32,7,Train/7/00007_00027_00016.png,class_07_sequence_00027
40,39,6,5,34,34,7,Train/7/00007_00027_00017.png,class_07_sequence_00027
39,40,5,5,34,35,7,Train/7/00007_00027_00018.png,class_07_sequence_00027
41,42,5,5,35,36,7,Train/7/00007_00027_00019.png,class_07_sequence_00027
42,44,5,6,37,39,7,Train/7/00007_00027_00020.png,class_07_sequence_00027
44,44,6,5,39,39,7,Train/7/00007_00027_00021.png,class_07_sequence_00027
46,47,5,5,40,42,7,Train/7/00007_00027_00022.png,class_07_sequence_00027
48,50,5,5,43,45,7,Train/7/00007_00027_00023.png,class_07_sequence_00027
51,52,6,6,46,47,7,Train/7/00007_00027_00024.png,class_07_sequence_00027
55,54,6,5,50,49,7,Train/7/00007_00027_00025.png,class_07_sequence_00027
57,56,6,5,52,51,7,Train/7/00007_00027_00026.png,class_07_sequence_00027
60,61,5,5,55,56,7,Train/7/00007_00027_00027.png,class_07_sequence_00027
68,70,7,7,62,64,7,Train/7/00007_00027_00028.png,class_07_sequence_00027
70,71,6,6,64,65,7,Train/7/00007_00027_00029.png,class_07_sequence_00027
27,25,5,5,21,20,7,Train/7/00007_00030_00000.png,class_07_sequence_00030
27,27,5,6,22,22,7,Train/7/00007_00030_00001.png,class_07_sequence_00030
28,27,6,5,23,21,7,Train/7/00007_00030_00002.png,class_07_sequence_00030
28,27,6,5,23,21,7,Train/7/00007_00030_00003.png,class_07_sequence_00030
29,28,6,6,24,23,7,Train/7/00007_00030_00004.png,class_07_sequence_00030
28,27,5,5,23,22,7,Train/7/00007_00030_00005.png,class_07_sequence_00030
29,28,6,5,24,23,7,Train/7/00007_00030_00006.png,class_07_sequence_00030
28,29,5,5,23,23,7,Train/7/00007_00030_00007.png,class_07_sequence_00030
30,30,6,6,25,25,7,Train/7/00007_00030_00008.png,class_07_sequence_00030
30,29,6,5,25,24,7,Train/7/00007_00030_00009.png,class_07_sequence_00030
31,31,6,6,26,26,7,Train/7/00007_00030_00010.png,class_07_sequence_00030
32,33,6,6,27,27,7,Train/7/00007_00030_00011.png,class_07_sequence_00030
33,32,6,5,28,27,7,Train/7/00007_00030_00012.png,class_07_sequence_00030
33,32,6,5,28,27,7,Train/7/00007_00030_00013.png,class_07_sequence_00030
33,32,6,5,28,27,7,Train/7/00007_00030_00014.png,class_07_sequence_00030
33,33,5,6,27,28,7,Train/7/00007_00030_00015.png,class_07_sequence_00030
33,34,5,6,28,29,7,Train/7/00007_00030_00016.png,class_07_sequence_00030
34,34,5,5,29,29,7,Train/7/00007_00030_00017.png,class_07_sequence_00030
36,34,6,5,30,29,7,Train/7/00007_00030_00018.png,class_07_sequence_00030
35,35,5,5,30,30,7,Train/7/00007_00030_00019.png,class_07_sequence_00030
37,37,5,5,31,31,7,Train/7/00007_00030_00020.png,class_07_sequence_00030
38,39,5,6,32,33,7,Train/7/00007_00030_00021.png,class_07_sequence_00030
39,38,6,5,33,32,7,Train/7/00007_00030_00022.png,class_07_sequence_00030
38,39,5,5,33,34,7,Train/7/00007_00030_00023.png,class_07_sequence_00030
40,41,5,5,35,36,7,Train/7/00007_00030_00024.png,class_07_sequence_00030
41,40,6,5,36,35,7,Train/7/00007_00030_00025.png,class_07_sequence_00030
42,43,5,5,37,38,7,Train/7/00007_00030_00026.png,class_07_sequence_00030
43,43,5,5,38,38,7,Train/7/00007_00030_00027.png,class_07_sequence_00030
46,47,5,6,41,42,7,Train/7/00007_00030_00028.png,class_07_sequence_00030
46,46,5,5,41,41,7,Train/7/00007_00030_00029.png,class_07_sequence_00030
26,27,5,6,21,22,7,Train/7/00007_00031_00000.png,class_07_sequence_00031
27,28,5,6,22,23,7,Train/7/00007_00031_00001.png,class_07_sequence_00031
27,29,5,6,22,23,7,Train/7/00007_00031_00002.png,class_07_sequence_00031
28,28,5,5,22,22,7,Train/7/00007_00031_00003.png,class_07_sequence_00031
29,28,6,5,24,23,7,Train/7/00007_00031_00004.png,class_07_sequence_00031
29,28,5,5,23,23,7,Train/7/00007_00031_00005.png,class_07_sequence_00031
29,30,5,6,24,25,7,Train/7/00007_00031_00006.png,class_07_sequence_00031
29,29,5,5,24,24,7,Train/7/00007_00031_00007.png,class_07_sequence_00031
29,30,5,6,24,25,7,Train/7/00007_00031_00008.png,class_07_sequence_00031
30,31,6,6,25,25,7,Train/7/00007_00031_00009.png,class_07_sequence_00031
30,31,5,6,25,26,7,Train/7/00007_00031_00010.png,class_07_sequence_00031
32,31,6,6,26,26,7,Train/7/00007_00031_00011.png,class_07_sequence_00031
33,31,6,5,27,26,7,Train/7/00007_00031_00012.png,class_07_sequence_00031
33,33,6,6,28,28,7,Train/7/00007_00031_00013.png,class_07_sequence_00031
33,33,5,6,27,28,7,Train/7/00007_00031_00014.png,class_07_sequence_00031
34,33,6,5,29,28,7,Train/7/00007_00031_00015.png,class_07_sequence_00031
34,35,5,6,28,30,7,Train/7/00007_00031_00016.png,class_07_sequence_00031
34,36,5,6,29,31,7,Train/7/00007_00031_00017.png,class_07_sequence_00031
36,37,5,5,30,31,7,Train/7/00007_00031_00018.png,class_07_sequence_00031
39,38,6,5,33,33,7,Train/7/00007_00031_00019.png,class_07_sequence_00031
40,40,6,5,34,34,7,Train/7/00007_00031_00020.png,class_07_sequence_00031
40,41,5,5,35,36,7,Train/7/00007_00031_00021.png,class_07_sequence_00031
42,43,6,5,37,37,7,Train/7/00007_00031_00022.png,class_07_sequence_00031
44,46,5,5,39,40,7,Train/7/00007_00031_00023.png,class_07_sequence_00031
46,47,5,5,41,42,7,Train/7/00007_00031_00024.png,class_07_sequence_00031
49,50,5,5,44,45,7,Train/7/00007_00031_00025.png,class_07_sequence_00031
52,52,6,5,47,47,7,Train/7/00007_00031_00026.png,class_07_sequence_00031
56,57,6,6,51,52,7,Train/7/00007_00031_00027.png,class_07_sequence_00031
59,60,6,6,54,55,7,Train/7/00007_00031_00028.png,class_07_sequence_00031
64,67,5,6,58,61,7,Train/7/00007_00031_00029.png,class_07_sequence_00031
30,32,5,5,25,27,7,Train/7/00007_00032_00000.png,class_07_sequence_00032
31,34,5,6,25,28,7,Train/7/00007_00032_00001.png,class_07_sequence_00032
32,33,6,5,27,28,7,Train/7/00007_00032_00002.png,class_07_sequence_00032
31,34,5,6,26,29,7,Train/7/00007_00032_00003.png,class_07_sequence_00032
33,34,6,6,28,29,7,Train/7/00007_00032_00004.png,class_07_sequence_00032
34,34,6,6,29,29,7,Train/7/00007_00032_00005.png,class_07_sequence_00032
34,34,5,5,28,28,7,Train/7/00007_00032_00006.png,class_07_sequence_00032
34,35,5,5,29,29,7,Train/7/00007_00032_00007.png,class_07_sequence_00032
37,37,6,6,32,32,7,Train/7/00007_00032_00008.png,class_07_sequence_00032
38,38,5,5,32,32,7,Train/7/00007_00032_00009.png,class_07_sequence_00032
38,39,5,6,33,34,7,Train/7/00007_00032_00010.png,class_07_sequence_00032
41,40,6,6,35,35,7,Train/7/00007_00032_00011.png,class_07_sequence_00032
41,42,5,6,35,37,7,Train/7/00007_00032_00012.png,class_07_sequence_00032
42,42,5,5,36,37,7,Train/7/00007_00032_00013.png,class_07_sequence_00032
43,43,6,5,38,38,7,Train/7/00007_00032_00014.png,class_07_sequence_00032
45,45,6,5,40,39,7,Train/7/00007_00032_00015.png,class_07_sequence_00032
47,47,6,5,42,41,7,Train/7/00007_00032_00016.png,class_07_sequence_00032
47,48,5,6,42,43,7,Train/7/00007_00032_00017.png,class_07_sequence_00032
49,50,5,6,44,45,7,Train/7/00007_00032_00018.png,class_07_sequence_00032
52,54,5,5,46,48,7,Train/7/00007_00032_00019.png,class_07_sequence_00032
56,58,6,6,50,53,7,Train/7/00007_00032_00020.png,class_07_sequence_00032
56,58,5,5,51,53,7,Train/7/00007_00032_00021.png,class_07_sequence_00032
61,62,5,6,55,56,7,Train/7/00007_00032_00022.png,class_07_sequence_00032
68,69,7,7,62,63,7,Train/7/00007_00032_00023.png,class_07_sequence_00032
72,75,6,7,66,69,7,Train/7/00007_00032_00024.png,class_07_sequence_00032
75,80,6,8,69,73,7,Train/7/00007_00032_00025.png,class_07_sequence_00032
88,88,8,7,81,80,7,Train/7/00007_00032_00026.png,class_07_sequence_00032
99,99,8,8,90,91,7,Train/7/00007_00032_00027.png,class_07_sequence_00032
115,115,10,10,105,105,7,Train/7/00007_00032_00028.png,class_07_sequence_00032
129,131,11,12,117,119,7,Train/7/00007_00032_00029.png,class_07_sequence_00032
26,25,5,5,20,20,7,Train/7/00007_00033_00000.png,class_07_sequence_00033
27,27,6,6,22,22,7,Train/7/00007_00033_00001.png,class_07_sequence_00033
27,27,6,6,22,22,7,Train/7/00007_00033_00002.png,class_07_sequence_00033
29,29,6,6,24,24,7,Train/7/00007_00033_00003.png,class_07_sequence_00033
31,30,6,6,25,25,7,Train/7/00007_00033_00004.png,class_07_sequence_00033
31,30,6,5,26,25,7,Train/7/00007_00033_00005.png,class_07_sequence_00033
32,32,6,6,27,27,7,Train/7/00007_00033_00006.png,class_07_sequence_00033
33,32,6,5,27,26,7,Train/7/00007_00033_00007.png,class_07_sequence_00033
34,34,6,6,28,28,7,Train/7/00007_00033_00008.png,class_07_sequence_00033
34,33,6,5,29,28,7,Train/7/00007_00033_00009.png,class_07_sequence_00033
35,36,6,6,29,30,7,Train/7/00007_00033_00010.png,class_07_sequence_00033
35,37,5,6,30,31,7,Train/7/00007_00033_00011.png,class_07_sequence_00033
36,37,5,5,31,31,7,Train/7/00007_00033_00012.png,class_07_sequence_00033
38,39,5,6,33,34,7,Train/7/00007_00033_00013.png,class_07_sequence_00033
40,39,5,5,35,34,7,Train/7/00007_00033_00014.png,class_07_sequence_00033
42,42,6,6,37,36,7,Train/7/00007_00033_00015.png,class_07_sequence_00033
44,43,6,6,39,38,7,Train/7/00007_00033_00016.png,class_07_sequence_00033
45,45,5,6,40,40,7,Train/7/00007_00033_00017.png,class_07_sequence_00033
47,47,5,6,42,42,7,Train/7/00007_00033_00018.png,class_07_sequence_00033
48,48,5,5,43,42,7,Train/7/00007_00033_00019.png,class_07_sequence_00033
51,52,5,6,46,47,7,Train/7/00007_00033_00020.png,class_07_sequence_00033
55,55,6,6,50,50,7,Train/7/00007_00033_00021.png,class_07_sequence_00033
57,56,6,5,52,51,7,Train/7/00007_00033_00022.png,class_07_sequence_00033
62,62,6,6,57,57,7,Train/7/00007_00033_00023.png,class_07_sequence_00033
71,70,7,6,64,64,7,Train/7/00007_00033_00024.png,class_07_sequence_00033
79,81,7,8,72,74,7,Train/7/00007_00033_00025.png,class_07_sequence_00033
85,87,7,8,77,79,7,Train/7/00007_00033_00026.png,class_07_sequence_00033
99,99,9,8,91,91,7,Train/7/00007_00033_00027.png,class_07_sequence_00033
122,123,11,11,112,113,7,Train/7/00007_00033_00028.png,class_07_sequence_00033
140,141,12,13,127,129,7,Train/7/00007_00033_00029.png,class_07_sequence_00033
32,33,6,6,27,28,7,Train/7/00007_00034_00000.png,class_07_sequence_00034
30,32,5,6,25,27,7,Train/7/00007_00034_00001.png,class_07_sequence_00034
30,31,5,5,25,26,7,Train/7/00007_00034_00002.png,class_07_sequence_00034
30,30,6,5,25,25,7,Train/7/00007_00034_00003.png,class_07_sequence_00034
32,34,6,6,27,29,7,Train/7/00007_00034_00004.png,class_07_sequence_00034
30,32,5,5,25,27,7,Train/7/00007_00034_00005.png,class_07_sequence_00034
33,35,6,5,28,30,7,Train/7/00007_00034_00006.png,class_07_sequence_00034
32,35,5,5,27,30,7,Train/7/00007_00034_00007.png,class_07_sequence_00034
30,33,5,5,25,28,7,Train/7/00007_00034_00008.png,class_07_sequence_00034
33,36,6,6,28,31,7,Train/7/00007_00034_00009.png,class_07_sequence_00034
33,36,6,6,28,31,7,Train/7/00007_00034_00010.png,class_07_sequence_00034
32,36,5,6,27,31,7,Train/7/00007_00034_00011.png,class_07_sequence_00034
34,39,5,6,29,34,7,Train/7/00007_00034_00012.png,class_07_sequence_00034
35,39,5,5,30,34,7,Train/7/00007_00034_00013.png,class_07_sequence_00034
35,39,5,5,30,34,7,Train/7/00007_00034_00014.png,class_07_sequence_00034
37,40,6,5,32,35,7,Train/7/00007_00034_00015.png,class_07_sequence_00034
34,41,5,6,29,36,7,Train/7/00007_00034_00016.png,class_07_sequence_00034
39,44,5,6,34,39,7,Train/7/00007_00034_00017.png,class_07_sequence_00034
41,43,6,5,36,38,7,Train/7/00007_00034_00018.png,class_07_sequence_00034
41,43,6,5,36,38,7,Train/7/00007_00034_00019.png,class_07_sequence_00034
41,44,6,6,36,39,7,Train/7/00007_00034_00020.png,class_07_sequence_00034
43,46,5,5,38,41,7,Train/7/00007_00034_00021.png,class_07_sequence_00034
44,47,6,6,39,42,7,Train/7/00007_00034_00022.png,class_07_sequence_00034
48,50,5,5,43,45,7,Train/7/00007_00034_00023.png,class_07_sequence_00034
48,50,5,5,43,45,7,Train/7/00007_00034_00024.png,class_07_sequence_00034
50,52,5,5,45,47,7,Train/7/00007_00034_00025.png,class_07_sequence_00034
53,54,6,5,48,49,7,Train/7/00007_00034_00026.png,class_07_sequence_00034
57,62,5,5,52,57,7,Train/7/00007_00034_00027.png,class_07_sequence_00034
56,61,5,5,51,56,7,Train/7/00007_00034_00028.png,class_07_sequence_00034
61,69,6,6,56,63,7,Train/7/00007_00034_00029.png,class_07_sequence_00034
28,30,5,6,23,25,7,Train/7/00007_00035_00000.png,class_07_sequence_00035
30,30,6,5,24,24,7,Train/7/00007_00035_00001.png,class_07_sequence_00035
30,30,6,5,25,25,7,Train/7/00007_00035_00002.png,class_07_sequence_00035
29,32,5,6,24,26,7,Train/7/00007_00035_00003.png,class_07_sequence_00035
31,32,6,6,26,27,7,Train/7/00007_00035_00004.png,class_07_sequence_00035
32,33,6,6,27,28,7,Train/7/00007_00035_00005.png,class_07_sequence_00035
33,34,6,6,28,29,7,Train/7/00007_00035_00006.png,class_07_sequence_00035
33,35,6,6,28,29,7,Train/7/00007_00035_00007.png,class_07_sequence_00035
34,34,6,5,29,29,7,Train/7/00007_00035_00008.png,class_07_sequence_00035
34,34,5,5,28,29,7,Train/7/00007_00035_00009.png,class_07_sequence_00035
34,35,5,5,29,30,7,Train/7/00007_00035_00010.png,class_07_sequence_00035
35,35,5,5,30,30,7,Train/7/00007_00035_00011.png,class_07_sequence_00035
36,36,5,5,31,31,7,Train/7/00007_00035_00012.png,class_07_sequence_00035
38,36,6,5,32,31,7,Train/7/00007_00035_00013.png,class_07_sequence_00035
38,37,6,5,33,32,7,Train/7/00007_00035_00014.png,class_07_sequence_00035
40,40,6,6,35,35,7,Train/7/00007_00035_00015.png,class_07_sequence_00035
41,40,6,5,36,35,7,Train/7/00007_00035_00016.png,class_07_sequence_00035
41,42,5,6,36,37,7,Train/7/00007_00035_00017.png,class_07_sequence_00035
43,42,6,5,38,37,7,Train/7/00007_00035_00018.png,class_07_sequence_00035
44,44,6,6,39,39,7,Train/7/00007_00035_00019.png,class_07_sequence_00035
44,44,5,5,39,39,7,Train/7/00007_00035_00020.png,class_07_sequence_00035
47,47,6,6,41,42,7,Train/7/00007_00035_00021.png,class_07_sequence_00035
48,49,6,6,43,44,7,Train/7/00007_00035_00022.png,class_07_sequence_00035
49,51,5,6,44,45,7,Train/7/00007_00035_00023.png,class_07_sequence_00035
51,51,5,5,46,46,7,Train/7/00007_00035_00024.png,class_07_sequence_00035
54,53,6,5,49,48,7,Train/7/00007_00035_00025.png,class_07_sequence_00035
55,56,5,5,50,51,7,Train/7/00007_00035_00026.png,class_07_sequence_00035
59,62,5,6,54,57,7,Train/7/00007_00035_00027.png,class_07_sequence_00035
62,65,5,6,57,60,7,Train/7/00007_00035_00028.png,class_07_sequence_00035
68,70,7,7,62,64,7,Train/7/00007_00035_00029.png,class_07_sequence_00035
29,29,6,6,24,24,7,Train/7/00007_00036_00000.png,class_07_sequence_00036
28,28,5,5,23,23,7,Train/7/00007_00036_00001.png,class_07_sequence_00036
31,30,6,5,26,25,7,Train/7/00007_00036_00002.png,class_07_sequence_00036
30,31,5,6,25,26,7,Train/7/00007_00036_00003.png,class_07_sequence_00036
30,30,5,5,25,25,7,Train/7/00007_00036_00004.png,class_07_sequence_00036
31,30,6,5,26,25,7,Train/7/00007_00036_00005.png,class_07_sequence_00036
31,32,5,6,26,27,7,Train/7/00007_00036_00006.png,class_07_sequence_00036
33,32,6,5,28,27,7,Train/7/00007_00036_00007.png,class_07_sequence_00036
32,32,5,5,27,27,7,Train/7/00007_00036_00008.png,class_07_sequence_00036
32,32,5,5,27,27,7,Train/7/00007_00036_00009.png,class_07_sequence_00036
33,34,5,6,28,29,7,Train/7/00007_00036_00010.png,class_07_sequence_00036
34,34,5,6,29,29,7,Train/7/00007_00036_00011.png,class_07_sequence_00036
36,36,5,6,31,31,7,Train/7/00007_00036_00012.png,class_07_sequence_00036
38,37,6,6,33,32,7,Train/7/00007_00036_00013.png,class_07_sequence_00036
39,38,6,6,34,33,7,Train/7/00007_00036_00014.png,class_07_sequence_00036
40,38,6,5,35,33,7,Train/7/00007_00036_00015.png,class_07_sequence_00036
39,36,5,5,34,31,7,Train/7/00007_00036_00016.png,class_07_sequence_00036
42,39,5,5,37,34,7,Train/7/00007_00036_00017.png,class_07_sequence_00036
43,40,5,5,38,35,7,Train/7/00007_00036_00018.png,class_07_sequence_00036
44,42,5,5,39,37,7,Train/7/00007_00036_00019.png,class_07_sequence_00036
46,45,5,6,41,40,7,Train/7/00007_00036_00020.png,class_07_sequence_00036
49,46,6,5,44,41,7,Train/7/00007_00036_00021.png,class_07_sequence_00036
52,49,6,5,47,44,7,Train/7/00007_00036_00022.png,class_07_sequence_00036
53,52,5,6,48,47,7,Train/7/00007_00036_00023.png,class_07_sequence_00036
57,56,5,6,52,51,7,Train/7/00007_00036_00024.png,class_07_sequence_00036
60,59,6,6,55,54,7,Train/7/00007_00036_00025.png,class_07_sequence_00036
62,62,5,6,57,57,7,Train/7/00007_00036_00026.png,class_07_sequence_00036
72,71,7,7,66,65,7,Train/7/00007_00036_00027.png,class_07_sequence_00036
77,75,7,6,71,69,7,Train/7/00007_00036_00028.png,class_07_sequence_00036
83,82,7,7,76,75,7,Train/7/00007_00036_00029.png,class_07_sequence_00036
26,27,5,6,21,22,7,Train/7/00007_00037_00000.png,class_07_sequence_00037
27,27,6,5,22,22,7,Train/7/00007_00037_00001.png,class_07_sequence_00037
29,30,6,6,24,25,7,Train/7/00007_00037_00002.png,class_07_sequence_00037
29,29,6,5,24,24,7,Train/7/00007_00037_00003.png,class_07_sequence_00037
30,29,6,5,24,24,7,Train/7/00007_00037_00004.png,class_07_sequence_00037
29,31,5,6,24,26,7,Train/7/00007_00037_00005.png,class_07_sequence_00037
30,30,6,5,25,25,7,Train/7/00007_00037_00006.png,class_07_sequence_00037
30,32,5,6,24,26,7,Train/7/00007_00037_00007.png,class_07_sequence_00037
30,32,5,6,25,27,7,Train/7/00007_00037_00008.png,class_07_sequence_00037
32,32,6,5,27,27,7,Train/7/00007_00037_00009.png,class_07_sequence_00037
31,33,5,6,26,28,7,Train/7/00007_00037_00010.png,class_07_sequence_00037
33,33,6,5,28,28,7,Train/7/00007_00037_00011.png,class_07_sequence_00037
33,35,5,6,28,30,7,Train/7/00007_00037_00012.png,class_07_sequence_00037
34,35,5,5,29,30,7,Train/7/00007_00037_00013.png,class_07_sequence_00037
36,37,5,6,31,32,7,Train/7/00007_00037_00014.png,class_07_sequence_00037
37,38,5,6,32,33,7,Train/7/00007_00037_00015.png,class_07_sequence_00037
39,38,6,5,34,33,7,Train/7/00007_00037_00016.png,class_07_sequence_00037
39,39,5,5,34,34,7,Train/7/00007_00037_00017.png,class_07_sequence_00037
41,41,6,6,36,36,7,Train/7/00007_00037_00018.png,class_07_sequence_00037
43,43,5,6,38,38,7,Train/7/00007_00037_00019.png,class_07_sequence_00037
44,43,5,5,39,38,7,Train/7/00007_00037_00020.png,class_07_sequence_00037
46,46,5,6,40,40,7,Train/7/00007_00037_00021.png,class_07_sequence_00037
50,47,6,5,44,42,7,Train/7/00007_00037_00022.png,class_07_sequence_00037
50,49,5,6,44,44,7,Train/7/00007_00037_00023.png,class_07_sequence_00037
54,52,6,5,49,47,7,Train/7/00007_00037_00024.png,class_07_sequence_00037
57,55,6,5,52,50,7,Train/7/00007_00037_00025.png,class_07_sequence_00037
58,58,5,6,53,53,7,Train/7/00007_00037_00026.png,class_07_sequence_00037
65,63,6,5,60,57,7,Train/7/00007_00037_00027.png,class_07_sequence_00037
69,67,6,6,63,61,7,Train/7/00007_00037_00028.png,class_07_sequence_00037
81,76,8,7,74,70,7,Train/7/00007_00037_00029.png,class_07_sequence_00037
29,30,5,6,24,25,7,Train/7/00007_00038_00000.png,class_07_sequence_00038
29,30,5,6,24,25,7,Train/7/00007_00038_00001.png,class_07_sequence_00038
30,31,5,6,25,26,7,Train/7/00007_00038_00002.png,class_07_sequence_00038
31,31,5,5,25,25,7,Train/7/00007_00038_00003.png,class_07_sequence_00038
32,31,6,5,27,26,7,Train/7/00007_00038_00004.png,class_07_sequence_00038
33,32,6,5,28,27,7,Train/7/00007_00038_00005.png,class_07_sequence_00038
33,34,5,6,27,28,7,Train/7/00007_00038_00006.png,class_07_sequence_00038
33,34,5,6,28,29,7,Train/7/00007_00038_00007.png,class_07_sequence_00038
34,34,5,5,29,29,7,Train/7/00007_00038_00008.png,class_07_sequence_00038
35,35,5,5,30,30,7,Train/7/00007_00038_00009.png,class_07_sequence_00038
36,37,5,6,31,32,7,Train/7/00007_00038_00010.png,class_07_sequence_00038
38,38,6,6,33,33,7,Train/7/00007_00038_00011.png,class_07_sequence_00038
38,38,5,6,32,33,7,Train/7/00007_00038_00012.png,class_07_sequence_00038
38,39,5,6,33,34,7,Train/7/00007_00038_00013.png,class_07_sequence_00038
39,40,5,6,34,35,7,Train/7/00007_00038_00014.png,class_07_sequence_00038
41,41,6,6,36,36,7,Train/7/00007_00038_00015.png,class_07_sequence_00038
42,42,6,6,37,37,7,Train/7/00007_00038_00016.png,class_07_sequence_00038
42,41,6,5,37,36,7,Train/7/00007_00038_00017.png,class_07_sequence_00038
43,43,6,6,38,38,7,Train/7/00007_00038_00018.png,class_07_sequence_00038
45,44,6,5,40,39,7,Train/7/00007_00038_00019.png,class_07_sequence_00038
46,46,6,6,41,41,7,Train/7/00007_00038_00020.png,class_07_sequence_00038
47,47,5,5,42,42,7,Train/7/00007_00038_00021.png,class_07_sequence_00038
49,49,5,5,44,44,7,Train/7/00007_00038_00022.png,class_07_sequence_00038
51,51,5,5,46,46,7,Train/7/00007_00038_00023.png,class_07_sequence_00038
53,53,5,5,48,48,7,Train/7/00007_00038_00024.png,class_07_sequence_00038
59,59,6,6,54,54,7,Train/7/00007_00038_00025.png,class_07_sequence_00038
61,61,6,6,56,56,7,Train/7/00007_00038_00026.png,class_07_sequence_00038
65,65,6,6,60,60,7,Train/7/00007_00038_00027.png,class_07_sequence_00038
69,70,6,7,63,64,7,Train/7/00007_00038_00028.png,class_07_sequence_00038
72,74,6,6,66,68,7,Train/7/00007_00038_00029.png,class_07_sequence_00038
29,28,6,6,23,23,7,Train/7/00007_00041_00000.png,class_07_sequence_00041
29,28,6,5,24,23,7,Train/7/00007_00041_00001.png,class_07_sequence_00041
30,30,6,6,24,25,7,Train/7/00007_00041_00002.png,class_07_sequence_00041
29,30,5,5,24,25,7,Train/7/00007_00041_00003.png,class_07_sequence_00041
30,30,5,5,24,25,7,Train/7/00007_00041_00004.png,class_07_sequence_00041
31,31,5,5,25,26,7,Train/7/00007_00041_00005.png,class_07_sequence_00041
31,32,5,5,26,27,7,Train/7/00007_00041_00006.png,class_07_sequence_00041
32,33,5,5,27,28,7,Train/7/00007_00041_00007.png,class_07_sequence_00041
34,34,6,5,29,29,7,Train/7/00007_00041_00008.png,class_07_sequence_00041
35,35,6,5,29,29,7,Train/7/00007_00041_00009.png,class_07_sequence_00041
34,36,5,6,29,31,7,Train/7/00007_00041_00010.png,class_07_sequence_00041
35,36,5,6,30,31,7,Train/7/00007_00041_00011.png,class_07_sequence_00041
36,37,5,6,31,32,7,Train/7/00007_00041_00012.png,class_07_sequence_00041
39,39,5,5,33,33,7,Train/7/00007_00041_00013.png,class_07_sequence_00041
40,40,6,6,35,35,7,Train/7/00007_00041_00014.png,class_07_sequence_00041
39,39,5,5,34,34,7,Train/7/00007_00041_00015.png,class_07_sequence_00041
41,42,5,6,36,37,7,Train/7/00007_00041_00016.png,class_07_sequence_00041
42,42,5,5,37,37,7,Train/7/00007_00041_00017.png,class_07_sequence_00041
